rowid,ordid,orddt,shpdt,segmt,state,cono,prodid,categ,subct,prdna,sales,order_month,order_day,order_year,order_dayofweek,shipping_delay
3021.0,CA-2024-123568,2024-11-08,2024-11-22,Consumer,Barranco,Sur,OFF-FA-10002701,Periféricos,Mouse / Ratones,Microsoft LifeCam HD-3000 720p,853.7,11,8,2024,4,14
3022.0,CA-2024-123568,2024-11-08,2024-11-22,Consumer,San Martín de Porres,Norte,FUR-FU-10004090,Almacenamiento,Discos externos,LaCie Rugged Mini 4TB HDD Externo,833.8199999999999,11,8,2024,4,14
3023.0,CA-2024-123568,2024-11-08,2024-11-22,Consumer,Surco,Centro,OFF-BI-10001510,Periféricos,Impresoras,Logitech G502 HERO Ratón Gamer con sensor HERO 25K,755.0,11,8,2024,4,14
3024.0,CA-2024-164441,2024-11-08,2024-11-22,Consumer,Surquillo,Centro,OFF-PA-10001667,Periféricos,Auriculares / Headsets,Microsoft Sculpt Ergonomic Keyboard,877.1800000000001,11,8,2024,4,14
3025.0,CA-2024-111990,2024-11-08,2024-11-22,Consumer,Surco,Centro,OFF-BI-10003291,Componentes,Refrigeración,ASRock Z790 Steel Legend WiFi (Socket LGA1700),708.0,11,8,2024,4,14
3026.0,CA-2024-154886,2024-11-08,2024-11-22,Consumer,Breña,Centro,TEC-AC-10001956,Periféricos,Micrófonos,HP OfficeJet Pro 9015 Impresora Multifunción,717.44,11,8,2024,4,14
3027.0,CA-2024-161018,2024-11-09,2024-11-23,Home Office,Miraflores,Centro,FUR-FU-10000629,Almacenamiento,Tarjetas de memoria,Seagate Backup Plus Slim 2TB HDD Externo,863.52,11,9,2024,5,14
3028.0,CA-2024-158554,2024-11-09,2024-11-23,Consumer,Lurigancho-Chosica,Este,OFF-PA-10004000,Periféricos,Mouse / Ratones,Brother MFC-J995DW Impresora Multifunción,707.53,11,9,2024,5,14
3029.0,CA-2024-127509,2024-11-09,2024-11-23,Consumer,Punta Negra,Sur,OFF-BI-10002393,Periféricos,Monitores,Microsoft Bluetooth Mouse Ratón Inalámbrico,843.49,11,9,2024,5,14
3030.0,CA-2024-127509,2024-11-09,2024-11-23,Consumer,El Agustino,Este,OFF-PA-10002160,Periféricos,Impresoras,Canon PIXMA TS9120 Impresora Multifunción,791.42,11,9,2024,5,14
3031.0,CA-2024-159597,2024-11-09,2024-11-23,Corporate,Pucusana,Sur,OFF-ST-10002289,Periféricos,Auriculares / Headsets,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",810.66,11,9,2024,5,14
3032.0,CA-2024-152912,2024-11-09,2024-11-23,Corporate,El Agustino,Este,OFF-BI-10004728,Periféricos,Webcams,Bose QuietComfort Earbuds II Bluetooth Cancelación de ruido,716.36,11,9,2024,5,14
3033.0,CA-2024-152912,2024-11-09,2024-11-23,Corporate,Independencia,Norte,TEC-AC-10004666,Periféricos,Micrófonos,Maxell iVDR EX 500GB Cartridge,818.13,11,9,2024,5,14
3034.0,CA-2024-152912,2024-11-09,2024-11-23,Corporate,Pachacámac,Sur,OFF-ST-10003208,Periféricos,Teclados,Redragon K552 Kumara Teclado Mecánico Compacto,869.6800000000001,11,9,2024,5,14
3035.0,US-2024-141852,2024-11-09,2024-11-23,Consumer,Surco,Centro,FUR-FU-10000023,Almacenamiento,Pendrives / USB,SanDisk Ultra Flair USB 3.0 64GB,756.39,11,9,2024,5,14
3036.0,CA-2024-169796,2024-11-09,2024-11-23,Home Office,San Martín de Porres,Norte,TEC-MA-10000045,Periféricos,Monitores,Microsoft Sculpt Ergonomic Keyboard,717.16,11,9,2024,5,14
3037.0,CA-2024-169796,2024-11-09,2024-11-23,Home Office,Surco,Centro,OFF-ST-10001505,Componentes,Discos duros (HDD),MSI Radeon RX 6700 XT Gaming X 12GB GDDR6,759.19,11,9,2024,5,14
3038.0,CA-2024-146486,2024-11-09,2024-11-23,Consumer,Pachacámac,Sur,OFF-ST-10002554,Componentes,Unidades de estado sólido (SSD),Kingston A2000 1TB NVMe M.2 SSD,755.71,11,9,2024,5,14
3039.0,CA-2024-146486,2024-11-09,2024-11-23,Consumer,Punta Negra,Sur,OFF-EN-10001509,Componentes,Placas base,Gigabyte X670 AORUS Elite AX (Socket AM5),783.05,11,9,2024,5,14
3040.0,CA-2024-146486,2024-11-09,2024-11-23,Consumer,Lurín,Sur,TEC-AC-10002018,Periféricos,Micrófonos,Microsoft LifeCam HD-3000 720p,718.69,11,9,2024,5,14
3041.0,CA-2024-155040,2024-11-10,2024-11-24,Consumer,Pachacámac,Sur,TEC-AC-10004469,Periféricos,Teclados,Microsoft Sculpt Comfort Mouse,798.74,11,10,2024,6,14
3042.0,US-2024-100279,2024-11-10,2024-11-24,Consumer,Carabayllo,Norte,OFF-PA-10002259,Periféricos,Mouse / Ratones,HP OfficeJet Pro 9015 Impresora Multifunción,856.89,11,10,2024,6,14
3043.0,US-2024-155425,2024-11-10,2024-11-24,Corporate,Barranco,Sur,TEC-MA-10003183,Periféricos,Monitores,Logitech StreamCam Full HD 1080p 60fps,738.39,11,10,2024,6,14
3044.0,US-2024-155425,2024-11-10,2024-11-24,Corporate,Breña,Centro,TEC-PH-10002563,Periféricos,Impresoras,Adtran 1202752G1,779.3199999999999,11,10,2024,6,14
3045.0,US-2024-140116,2024-11-10,2024-11-24,Consumer,San Martín de Porres,Norte,OFF-ST-10000078,Periféricos,Auriculares / Headsets,Tennsco 6- and 18-Compartment Lockers,834.4300000000001,11,10,2024,6,14
3046.0,CA-2024-104640,2024-11-10,2024-11-24,Corporate,Pachacámac,Sur,OFF-BI-10003925,Periféricos,Webcams,Microsoft LifeCam HD-3000 720p,845.26,11,10,2024,6,14
3047.0,CA-2024-161739,2024-11-10,2024-11-24,Corporate,Pucusana,Sur,FUR-FU-10001468,Almacenamiento,Pendrives / USB,Samsung BAR Plus 64GB USB 3.1,873.31,11,10,2024,6,14
3048.0,CA-2024-158659,2024-11-10,2024-11-24,Corporate,Punta Negra,Sur,OFF-ST-10003306,Componentes,Fuentes de poder,Deepcool GAMMAXX 400 V2 Disipador de Aire para CPU,833.35,11,10,2024,6,14
3049.0,CA-2024-163874,2024-11-10,2024-11-24,Corporate,El Agustino,Este,OFF-BI-10000088,Componentes,Refrigeración,Forza Titan 850W 80 Plus Gold Modular,823.46,11,10,2024,6,14
3050.0,CA-2024-150959,2024-11-11,2024-11-25,Consumer,Surco,Centro,OFF-BI-10001510,Periféricos,Monitores,Canon imageCLASS MF743Cdw Impresora Láser a color,727.6,11,11,2024,0,14
3051.0,CA-2024-166884,2024-11-11,2024-11-25,Consumer,San Juan de Lurigancho,Este,FUR-FU-10003981,Almacenamiento,Tarjetas de memoria,Samsung T7 Portable SSD 1TB Externo,811.52,11,11,2024,0,14
3052.0,CA-2024-166884,2024-11-11,2024-11-25,Consumer,Surco,Centro,OFF-FA-10001561,Periféricos,Auriculares / Headsets,Brother MFC-J995DW Impresora Multifunción,700.89,11,11,2024,0,14
3053.0,CA-2024-143455,2024-11-11,2024-11-25,Home Office,Villa María del Triunfo,Sur,OFF-PA-10004451,Periféricos,Webcams,Redragon M602 RGB Centrophorus Ratón Gamer,792.75,11,11,2024,0,14
3054.0,CA-2024-110842,2024-11-11,2024-11-25,Consumer,Barranco,Sur,OFF-AP-10003971,Periféricos,Micrófonos,Genius WideCam F100 Ultra Wide Angle 1080p,742.58,11,11,2024,0,14
3055.0,CA-2024-157483,2024-11-11,2024-11-25,Consumer,San Luis,Centro,OFF-AR-10004260,Periféricos,Teclados,Samsung Galaxy Buds Pro 2 Conectividad inalámbrica,725.51,11,11,2024,0,14
3056.0,CA-2024-158337,2024-11-11,2024-11-25,Consumer,Pachacámac,Sur,OFF-PA-10002137,Periféricos,Mouse / Ratones,Canon imageCLASS MF743Cdw Impresora Láser a color,723.83,11,11,2024,0,14
3057.0,CA-2024-120327,2024-11-11,2024-11-25,Consumer,Los Olivos,Norte,OFF-FA-10004854,Componentes,Refrigeración,ASRock Z790 Steel Legend WiFi (Socket LGA1700),843.3199999999999,11,11,2024,0,14
3058.0,CA-2024-154137,2024-11-11,2024-11-25,Consumer,Independencia,Norte,OFF-ST-10003324,Componentes,Procesadores (CPU),AMD Ryzen 3 4100 4 núcleos 8 hilos,779.12,11,11,2024,0,14
3059.0,US-2024-116659,2024-11-12,2024-11-26,Corporate,Jesús María,Centro,TEC-PH-10002824,Periféricos,Auriculares / Headsets,Jabra SPEAK 410 Multidevice Speakerphone,873.5,11,12,2024,1,14
3060.0,CA-2024-153220,2024-11-12,2024-11-26,Corporate,San Miguel,Centro,OFF-PA-10003016,Periféricos,Webcams,Razer Kiyo Pro Webcam Full HD con HDR y sensor Sony,690.52,11,12,2024,1,14
3061.0,CA-2024-134915,2024-11-12,2024-11-26,Home Office,Jesús María,Centro,TEC-AC-10001266,Periféricos,Micrófonos,Canon PIXMA TS9120 Impresora Multifunción,822.76,11,12,2024,1,14
3062.0,CA-2024-134915,2024-11-12,2024-11-26,Home Office,Ate,Este,OFF-PA-10002160,Periféricos,Teclados,SteelSeries Rival 5 Ratón RGB para Juegos,831.63,11,12,2024,1,14
3063.0,CA-2024-134915,2024-11-12,2024-11-26,Home Office,Barranco,Sur,TEC-PH-10000347,Periféricos,Mouse / Ratones,Logitech MX Keys Teclado Inalámbrico Iluminado,686.69,11,12,2024,1,14
3064.0,CA-2024-134915,2024-11-12,2024-11-26,Home Office,Breña,Centro,TEC-PH-10001459,Periféricos,Monitores,Razer Kiyo Pro Webcam Full HD con HDR y sensor Sony,820.41,11,12,2024,1,14
3065.0,CA-2024-164168,2024-11-12,2024-11-26,Home Office,Breña,Centro,OFF-ST-10002583,Periféricos,Impresoras,Logitech G213 Prodigy Teclado para Juegos con Retroiluminación RGB,787.92,11,12,2024,1,14
3066.0,CA-2024-164168,2024-11-12,2024-11-26,Home Office,Independencia,Norte,TEC-PH-10004908,Periféricos,Auriculares / Headsets,Elgato Facecam Full HD 1080p 60fps para streaming,715.44,11,12,2024,1,14
3067.0,CA-2024-164168,2024-11-12,2024-11-26,Home Office,Independencia,Norte,TEC-AC-10004568,Periféricos,Webcams,HP OfficeJet Pro 9015 Impresora Multifunción,858.8199999999999,11,12,2024,1,14
3068.0,CA-2024-164168,2024-11-12,2024-11-26,Home Office,San Juan de Lurigancho,Este,FUR-FU-10001756,Almacenamiento,Pendrives / USB,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",826.97,11,12,2024,1,14
3069.0,CA-2024-122644,2024-11-12,2024-11-26,Corporate,Santa Rosa,Centro,OFF-PA-10003673,Periféricos,Teclados,Epson WorkForce WF-2830 Impresora Multifunción,832.48,11,12,2024,1,14
3070.0,CA-2024-122644,2024-11-12,2024-11-26,Corporate,Ate,Este,TEC-AC-10003614,Periféricos,Mouse,Logitech M185 Ratón Inalámbrico Compacto,875.25,11,12,2024,1,14
3071.0,CA-2024-113628,2024-11-12,2024-11-26,Corporate,Punta Negra,Sur,TEC-PH-10000441,Periféricos,Monitores,VTech DS6151,802.0699999999999,11,12,2024,1,14
3072.0,CA-2024-113628,2024-11-12,2024-11-26,Corporate,Barranco,Sur,FUR-CH-10004477,Almacenamiento,Tarjetas de memoria,PNY Turbo Attaché 4 128GB USB 3.0,871.27,11,12,2024,1,14
3073.0,CA-2024-164364,2024-11-12,2024-11-26,Consumer,Pucusana,Sur,OFF-AR-10000315,Componentes,Refrigeración,Crucial Ballistix 8GB DDR4 3000MHz,688.71,11,12,2024,1,14
3074.0,CA-2024-164364,2024-11-12,2024-11-26,Consumer,Lurigancho-Chosica,Este,OFF-SU-10000381,Componentes,Procesadores (CPU),Intel 670p 1TB NVMe M.2 SSD,762.54,11,12,2024,1,14
3075.0,US-2024-136707,2024-11-12,2024-11-26,Corporate,Carabayllo,Norte,OFF-BI-10003460,Componentes,Tarjetas gráficas (GPU),MSI Radeon RX 6700 XT Gaming X 12GB GDDR6,778.56,11,12,2024,1,14
3076.0,US-2024-156867,2024-11-13,2024-11-27,Consumer,Villa María del Triunfo,Sur,TEC-AC-10001552,Periféricos,Teclados,Epson EcoTank ET-4760 Impresora Multifunción,834.27,11,13,2024,2,14
3077.0,US-2024-156867,2024-11-13,2024-11-27,Consumer,San Juan de Miraflores,Sur,FUR-FU-10004006,Almacenamiento,Pendrives / USB,Samsung BAR Plus 64GB USB 3.1,781.52,11,13,2024,2,14
3078.0,CA-2024-111199,2024-11-13,2024-11-27,Consumer,Santa Anita,Este,OFF-PA-10001790,Periféricos,Monitores,HP X3000 Ratón Inalámbrico Óptico,726.65,11,13,2024,2,14
3079.0,US-2024-124926,2024-11-13,2024-11-27,Home Office,Independencia,Norte,OFF-AP-10004868,Periféricos,Impresoras,Sennheiser Momentum True Wireless 3 Alta fidelidad,805.47,11,13,2024,2,14
3080.0,US-2024-165344,2024-11-13,2024-11-27,Corporate,Breña,Centro,TEC-AC-10002399,Periféricos,Auriculares / Headsets,SteelSeries Rival 5 Ratón RGB para Juegos,777.89,11,13,2024,2,14
3081.0,US-2024-165344,2024-11-13,2024-11-27,Corporate,Surquillo,Centro,TEC-MA-10002210,Periféricos,Webcams,Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,783.05,11,13,2024,2,14
3082.0,US-2024-165344,2024-11-13,2024-11-27,Corporate,Pucusana,Sur,OFF-BI-10003196,Periféricos,Micrófonos,Brother MFC-J995DW Impresora Multifunción,727.66,11,13,2024,2,14
3083.0,CA-2024-115798,2024-11-13,2024-11-27,Consumer,Chorrillos,Sur,OFF-PA-10001560,Periféricos,Teclados,Logitech M185 Ratón Inalámbrico Compacto,860.3399999999999,11,13,2024,2,14
3084.0,CA-2024-115798,2024-11-13,2024-11-27,Consumer,Punta Negra,Sur,FUR-BO-10004467,Almacenamiento,Tarjetas de memoria,Bestar Classic Bookcase,760.78,11,13,2024,2,14
3085.0,CA-2024-115798,2024-11-13,2024-11-27,Consumer,Breña,Centro,TEC-PH-10001819,Periféricos,Monitores,Innergie mMini Combo Duo USB Travel Charging Kit,713.96,11,13,2024,2,14
3086.0,CA-2024-165204,2024-11-13,2024-11-27,Consumer,Carabayllo,Norte,OFF-ST-10003716,Periféricos,Impresoras,Tennsco Double-Tier Lockers,680.4,11,13,2024,2,14
3087.0,CA-2024-122490,2024-11-13,2024-11-27,Consumer,Breña,Centro,FUR-CH-10001215,Almacenamiento,Tarjetas de memoria,SanDisk Extreme Pro 128GB USB 3.2 Gen 1,756.75,11,13,2024,2,14
3088.0,CA-2024-122490,2024-11-13,2024-11-27,Consumer,Pachacámac,Sur,OFF-BI-10001718,Componentes,Fuentes de poder,Samsung 970 EVO Plus 1TB NVMe M.2 SSD,753.67,11,13,2024,2,14
3089.0,CA-2024-122490,2024-11-13,2024-11-27,Consumer,Villa María del Triunfo,Sur,OFF-ST-10000991,Componentes,Refrigeración,ASUS TUF Gaming B650-PLUS WiFi (Socket AM5),832.1800000000001,11,13,2024,2,14
3090.0,CA-2024-153073,2024-11-13,2024-11-27,Consumer,San Luis,Centro,FUR-FU-10001025,Almacenamiento,Tarjetas de memoria,"Eldon Imàge Series Desk Accessories, Clear",692.21,11,13,2024,2,14
3091.0,US-2024-153633,2024-11-13,2024-11-27,Consumer,Independencia,Norte,OFF-AR-10002335,Componentes,Tarjetas gráficas (GPU),Kingston A2000 1TB NVMe M.2 SSD,724.3199999999999,11,13,2024,2,14
3092.0,CA-2024-138611,2024-11-14,2024-11-28,Consumer,Lince,Centro,TEC-PH-10000011,Periféricos,Monitores,Sony WF-1000XM4 Inalámbricos Cancelación activa de ruido,776.79,11,14,2024,3,14
3093.0,CA-2024-138611,2024-11-14,2024-11-28,Consumer,Santa Rosa,Centro,OFF-BI-10002949,Periféricos,Impresoras,Genius WideCam F100 Ultra Wide Angle 1080p,686.05,11,14,2024,3,14
3094.0,CA-2024-157623,2024-11-14,2024-11-28,Corporate,Independencia,Norte,OFF-PA-10001204,Periféricos,Auriculares / Headsets,Jabra Elite 85t Bluetooth Cancelación de ruido activa,750.54,11,14,2024,3,14
3095.0,CA-2024-157623,2024-11-14,2024-11-28,Corporate,La Victoria,Centro,OFF-AR-10003723,Periféricos,Webcams,AverMedia PW513 4K UHD Webcam,869.9,11,14,2024,3,14
3096.0,CA-2024-137897,2024-11-14,2024-11-28,Corporate,Villa María del Triunfo,Sur,TEC-AC-10002217,Periféricos,Micrófonos,Imation Clip USB flash drive - 8 GB,820.7,11,14,2024,3,14
3097.0,CA-2024-137897,2024-11-14,2024-11-28,Corporate,Pucusana,Sur,TEC-AC-10001267,Periféricos,Teclados,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,874.63,11,14,2024,3,14
3098.0,CA-2024-137897,2024-11-14,2024-11-28,Corporate,Santa Rosa,Centro,OFF-PA-10004041,Periféricos,Mouse / Ratones,Canon PIXMA TS9120 Impresora Multifunción,727.13,11,14,2024,3,14
3099.0,CA-2024-154746,2024-11-14,2024-11-28,Corporate,La Victoria,Centro,OFF-AP-10003057,Periféricos,Monitores,HP OfficeJet Pro 9015 Impresora Multifunción,822.63,11,14,2024,3,14
3100.0,US-2024-111927,2024-11-14,2024-11-28,Consumer,La Victoria,Centro,FUR-FU-10004017,Almacenamiento,Discos externos,HP x796w 64GB USB 3.1,706.42,11,14,2024,3,14
3101.0,US-2024-111927,2024-11-14,2024-11-28,Consumer,Punta Negra,Sur,OFF-BI-10002571,Periféricos,Auriculares / Headsets,HP X3000 Ratón Inalámbrico Óptico,859.02,11,14,2024,3,14
3102.0,CA-2024-114510,2024-11-14,2024-11-28,Consumer,Surco,Centro,OFF-ST-10000736,Componentes,Unidades de estado sólido (SSD),Carina Double Wide Media Storage Towers in Natural & Black,807.69,11,14,2024,3,14
3103.0,CA-2024-114510,2024-11-14,2024-11-28,Consumer,Villa El Salvador,Sur,OFF-ST-10003221,Componentes,Placas base,Intel Core i9-13900K 13ª Gen 24 núcleos,817.72,11,14,2024,3,14
3104.0,CA-2024-114510,2024-11-14,2024-11-28,Consumer,Surquillo,Centro,OFF-BI-10003007,Componentes,Fuentes de poder,AMD Radeon RX 6800 XT 16GB GDDR6,818.53,11,14,2024,3,14
3105.0,US-2024-136679,2024-11-14,2024-11-28,Consumer,Comas,Norte,TEC-AC-10004855,Periféricos,Mouse / Ratones,Brother MFC-J995DW Impresora Multifunción,687.59,11,14,2024,3,14
3106.0,US-2024-136679,2024-11-14,2024-11-28,Consumer,Magdalena del Mar,Centro,OFF-AR-10003582,Componentes,Procesadores (CPU),NVIDIA GeForce RTX 3060 Ti 8GB GDDR6,782.87,11,14,2024,3,14
3107.0,CA-2024-138674,2024-11-14,2024-11-28,Corporate,Chorrillos,Sur,TEC-AC-10000358,Periféricos,Impresoras,Razer Kiyo Pro Webcam Full HD con HDR y sensor Sony,744.79,11,14,2024,3,14
3108.0,CA-2024-113173,2024-11-15,2024-11-29,Corporate,Cieneguilla,Este,OFF-ST-10000604,Periféricos,Auriculares / Headsets,Canon imageCLASS MF743Cdw Impresora Láser a color,730.3,11,15,2024,4,14
3109.0,CA-2024-113173,2024-11-15,2024-11-29,Corporate,Surco,Centro,OFF-BI-10004738,Periféricos,Webcams,Bose QuietComfort Earbuds II Bluetooth Cancelación de ruido,709.86,11,15,2024,4,14
3110.0,CA-2024-149958,2024-11-15,2024-11-29,Consumer,San Juan de Lurigancho,Este,FUR-FU-10001756,Almacenamiento,Pendrives / USB,Samsung BAR Plus 64GB USB 3.1,865.1600000000001,11,15,2024,4,14
3111.0,CA-2024-149958,2024-11-15,2024-11-29,Consumer,San Martín de Porres,Norte,OFF-BI-10000773,Periféricos,Teclados,Insertable Tab Post Binder Dividers,752.45,11,15,2024,4,14
3112.0,CA-2024-149958,2024-11-15,2024-11-29,Consumer,Breña,Centro,OFF-BI-10001543,Periféricos,Mouse / Ratones,GBC VeloBinder Manual Binding System,846.4,11,15,2024,4,14
3113.0,CA-2024-149958,2024-11-15,2024-11-29,Consumer,San Isidro,Centro,OFF-PA-10002120,Periféricos,Monitores,Brother MFC-J995DW Impresora Multifunción,762.5,11,15,2024,4,14
3114.0,CA-2024-108112,2024-11-15,2024-11-29,Consumer,San Juan de Miraflores,Sur,FUR-FU-10003553,Almacenamiento,Tarjetas de memoria,Samsung T7 Portable SSD 1TB Externo,866.3399999999999,11,15,2024,4,14
3115.0,US-2024-157896,2024-11-16,2024-11-30,Consumer,Comas,Norte,OFF-PA-10004092,Periféricos,Auriculares / Headsets,Apple AirPods Pro 2 gen MagSafe USB-C Cancelación de ruido,849.47,11,16,2024,5,14
3116.0,CA-2024-135685,2024-11-16,2024-11-30,Home Office,San Juan de Lurigancho,Este,FUR-FU-10001185,Almacenamiento,Pendrives / USB,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",762.76,11,16,2024,5,14
3117.0,CA-2024-135685,2024-11-16,2024-11-30,Home Office,Santa Rosa,Centro,FUR-TA-10001520,Almacenamiento,Tarjetas de memoria,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",695.72,11,16,2024,5,14
3118.0,CA-2024-135685,2024-11-16,2024-11-30,Home Office,Pueblo Libre,Centro,TEC-AC-10004145,Periféricos,Teclados,Razer BlackWidow V3 Teclado Mecánico RGB,867.45,11,16,2024,5,14
3119.0,CA-2024-135685,2024-11-16,2024-11-30,Home Office,Pachacámac,Sur,FUR-TA-10000688,Almacenamiento,Pendrives / USB,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",702.96,11,16,2024,5,14
3120.0,CA-2024-100601,2024-11-16,2024-11-30,Consumer,Surco,Centro,OFF-ST-10002486,Componentes,Fuentes de poder,NVIDIA GeForce RTX 4090 24GB GDDR6X,863.3399999999999,11,16,2024,5,14
3121.0,CA-2024-150875,2024-11-16,2024-11-30,Corporate,Villa El Salvador,Sur,FUR-TA-10000577,Almacenamiento,Discos externos,HP x796w 64GB USB 3.1,745.92,11,16,2024,5,14
3122.0,US-2024-114657,2024-11-16,2024-11-30,Home Office,Surco,Centro,TEC-MA-10003173,Periféricos,Auriculares / Headsets,Logitech M185 Ratón Inalámbrico Compacto,696.03,11,16,2024,5,14
3123.0,CA-2024-118339,2024-11-17,2024-12-01,Consumer,Pachacámac,Sur,OFF-AP-10001154,Periféricos,Webcams,Bionaire Personal Warm Mist Humidifier/Vaporizer,776.52,11,17,2024,6,14
3124.0,CA-2024-118339,2024-11-17,2024-12-01,Consumer,Miraflores,Centro,OFF-PA-10000466,Periféricos,Micrófonos,HP LaserJet Pro M404dn Impresora Láser,818.27,11,17,2024,6,14
3125.0,CA-2024-118339,2024-11-17,2024-12-01,Consumer,Miraflores,Centro,OFF-AR-10003829,Periféricos,Teclados,Genius WideCam F100 Ultra Wide Angle 1080p,866.6600000000001,11,17,2024,6,14
3126.0,CA-2024-165687,2024-11-17,2024-12-01,Consumer,Punta Negra,Sur,OFF-AP-10004036,Periféricos,Mouse / Ratones,Microsoft LifeCam HD-3000 720p,745.87,11,17,2024,6,14
3127.0,US-2024-148838,2024-11-17,2024-12-01,Corporate,Lurigancho-Chosica,Este,FUR-TA-10003473,Almacenamiento,Discos externos,SanDisk Extreme Portable SSD 1TB Externo,813.7,11,17,2024,6,14
3128.0,US-2024-148838,2024-11-17,2024-12-01,Corporate,Carabayllo,Norte,FUR-TA-10001950,Almacenamiento,Pendrives / USB,SanDisk Extreme Pro 128GB USB 3.2 Gen 1,680.98,11,17,2024,6,14
3129.0,US-2024-148838,2024-11-17,2024-12-01,Corporate,Pucusana,Sur,FUR-TA-10004175,Almacenamiento,Tarjetas de memoria,"Hon 30"" x 60"" Table with Locking Drawer",711.15,11,17,2024,6,14
3130.0,US-2024-148838,2024-11-17,2024-12-01,Corporate,Breña,Centro,OFF-PA-10000919,Periféricos,Webcams,Brother MFC-J995DW Impresora Multifunción,782.85,11,17,2024,6,14
3131.0,CA-2024-124674,2024-11-17,2024-12-01,Consumer,Lurigancho-Chosica,Este,FUR-BO-10002202,Almacenamiento,Pendrives / USB,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",848.21,11,17,2024,6,14
3132.0,CA-2024-166709,2024-11-17,2024-12-01,Consumer,Lurigancho-Chosica,Este,TEC-CO-10004722,Periféricos,Teclados,Canon imageCLASS MF743Cdw Impresora Láser a color,876.22,11,17,2024,6,14
3133.0,CA-2024-163090,2024-11-17,2024-12-01,Consumer,La Victoria,Centro,OFF-SU-10002537,Componentes,Discos duros (HDD),AMD Ryzen 3 4100 4 núcleos 8 hilos,772.15,11,17,2024,6,14
3134.0,CA-2024-141719,2024-11-17,2024-12-01,Consumer,Pucusana,Sur,TEC-AC-10003610,Periféricos,Monitores,Genius WideCam F100 Ultra Wide Angle 1080p,689.42,11,17,2024,6,14
3135.0,CA-2024-158442,2024-11-17,2024-12-01,Consumer,La Victoria,Centro,OFF-AR-10003732,Componentes,Placas base,Intel Core i5-12400F 12ª Gen 6 núcleos,752.11,11,17,2024,6,14
3136.0,CA-2024-158442,2024-11-17,2024-12-01,Consumer,Pucusana,Sur,OFF-PA-10002195,Componentes,Fuentes de poder,NVIDIA GeForce RTX 4090 24GB GDDR6X,732.06,11,17,2024,6,14
3137.0,CA-2024-158442,2024-11-17,2024-12-01,Consumer,Lurigancho-Chosica,Este,OFF-PA-10002365,Componentes,Refrigeración,Forza Silent Pro 750W 80 Plus Gold Modular,846.73,11,17,2024,6,14
3138.0,US-2024-132444,2024-11-18,2024-12-02,Consumer,La Victoria,Centro,TEC-AC-10003832,Periféricos,Micrófonos,Sennheiser Momentum True Wireless 3 Alta fidelidad,850.4300000000001,11,18,2024,0,14
3139.0,US-2024-132444,2024-11-18,2024-12-02,Consumer,Santa Rosa,Centro,OFF-FA-10000611,Periféricos,Teclados,Logitech MX Master 3S Ratón Inalámbrico Ergonómico,740.71,11,18,2024,0,14
3140.0,US-2024-132444,2024-11-18,2024-12-02,Consumer,Lince,Centro,OFF-ST-10000563,Periféricos,Mouse / Ratones,Redragon K552 Kumara Teclado Mecánico Compacto,849.77,11,18,2024,0,14
3141.0,US-2024-158946,2024-11-18,2024-12-02,Corporate,San Isidro,Centro,OFF-AR-10001860,Periféricos,Monitores,Elgato Facecam Full HD 1080p 60fps para streaming,868.27,11,18,2024,0,14
3142.0,CA-2024-145317,2024-11-18,2024-12-02,Home Office,Pueblo Libre,Centro,TEC-MA-10003626,Periféricos,Impresoras,Apple AirPods Pro 2 gen MagSafe USB-C Cancelación de ruido,854.8199999999999,11,18,2024,0,14
3143.0,CA-2024-145317,2024-11-18,2024-12-02,Home Office,Santa Rosa,Centro,TEC-MA-10002412,Periféricos,Auriculares / Headsets,Logitech Brio 4K Ultra HD Webcam con HDR,829.95,11,18,2024,0,14
3144.0,CA-2024-145317,2024-11-18,2024-12-02,Home Office,Lurigancho-Chosica,Este,FUR-FU-10004270,Almacenamiento,Tarjetas de memoria,Samsung T7 Portable SSD 1TB Externo,874.85,11,18,2024,0,14
3145.0,CA-2024-145317,2024-11-18,2024-12-02,Home Office,Comas,Norte,OFF-FA-10003112,Periféricos,Micrófonos,Logitech G502 HERO Ratón Gamer con sensor HERO 25K,769.33,11,18,2024,0,14
3146.0,CA-2024-145317,2024-11-18,2024-12-02,Home Office,Ate,Este,FUR-FU-10001986,Almacenamiento,Pendrives / USB,"Dana Fluorescent Magnifying Lamp, White, 36""",754.41,11,18,2024,0,14
3147.0,CA-2024-143434,2024-11-18,2024-12-02,Home Office,Los Olivos,Norte,FUR-FU-10002597,Almacenamiento,Tarjetas de memoria,LaCie Rugged Mini 4TB HDD Externo,737.04,11,18,2024,0,14
